ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS_TARGET,AGE_YEARS,FLAG_UNEMPLOYED,YEARS_EMPLOYED,INCOME_PER_MEMBER,EMPLOYED_TO_AGE_RATIO,INCOME_GROUP,AGE_GROUP,EXPERIENCE_BUCKET,FINANCIAL_STABILITY_SCORE
5009675,M,Y,Y,0,141500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15114,-3357,1,1,0,0,Drivers,2.0,0,41.38,0,9.19,70750.0,0.22208796520057997,medium,adult,mid,2.0
5009676,F,N,Y,0,547000.0,Working,Secondary / secondary special,Married,House / apartment,-12571,-2515,1,1,0,0,Laborers,2.0,0,34.42,0,6.89,273500.0,0.20017431725740847,high,youth,mid,2.0
5009677,F,N,Y,0,381600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9643,365243,1,0,0,0,,2.0,0,26.4,1,0.0,190800.0,0.0,high,youth,entry,2.0
5009678,M,N,N,0,481600.0,Working,Secondary / secondary special,Married,House / apartment,-10781,-3922,1,0,1,0,Laborers,2.0,0,29.52,0,10.74,240800.0,0.3638211382113821,high,youth,senior,1.0
5009679,M,Y,Y,2,187500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-7315,-175,1,0,1,0,,4.0,0,20.03,0,0.48,46875.0,0.023964053919121316,medium,youth,entry,3.0
5009680,F,N,Y,0,300700.0,Pensioner,Secondary / secondary special,Married,Co-op apartment,-23183,365243,1,0,1,0,,2.0,0,63.47,1,0.0,150350.0,0.0,high,senior,entry,2.0
5009681,F,N,Y,0,269500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-21275,-9827,1,0,0,0,Laborers,2.0,0,58.25,0,26.9,134750.0,0.4618025751072961,high,senior,senior,2.0
5009682,M,N,Y,0,429100.0,Working,Secondary / secondary special,Married,House / apartment,-11299,-1753,1,0,1,0,,2.0,0,30.93,0,4.8,214550.0,0.15518913676042675,high,youth,mid,2.0
5009683,M,N,N,0,436100.0,Working,Secondary / secondary special,Married,House / apartment,-7349,-572,1,0,0,0,Accountants,2.0,0,20.12,0,1.57,218050.0,0.07803180914512922,high,youth,entry,1.0
5009684,M,Y,Y,0,268900.0,Working,Secondary / secondary special,Married,House / apartment,-16292,-5480,1,1,0,0,,2.0,0,44.61,0,15.0,134450.0,0.3362474781439139,high,adult,senior,3.0
5009685,F,N,Y,0,114300.0,Working,Secondary / secondary special,Widow,House / apartment,-14840,-4205,1,0,0,0,Sales staff,1.0,0,40.63,0,11.51,114300.0,0.28328821068176224,medium,adult,senior,1.0
5009686,M,Y,Y,0,594400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21477,-10919,1,0,0,0,Laborers,1.0,0,58.8,0,29.89,594400.0,0.5083333333333334,high,senior,senior,3.0
5009687,M,N,Y,0,322400.0,Working,Secondary / secondary special,Married,House / apartment,-14663,-5110,1,0,1,0,,2.0,0,40.15,0,13.99,161200.0,0.3484433374844334,high,adult,senior,2.0
5009688,F,N,Y,1,180100.0,State servant,Secondary / secondary special,Married,With parents,-23086,-1112,1,0,1,0,Core staff,3.0,0,63.21,0,3.04,60033.333333333336,0.048093656067077994,medium,senior,mid,2.0
5009689,M,N,Y,0,299200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9055,-2230,1,0,1,0,Sales staff,1.0,0,24.79,0,6.11,299200.0,0.2464703509479629,high,youth,mid,2.0
5009690,F,N,Y,0,114700.0,Working,Secondary / secondary special,Widow,House / apartment,-13986,-5798,1,1,0,1,Laborers,1.0,0,38.29,0,15.87,114700.0,0.4144685296422042,medium,adult,senior,1.0
5009691,M,N,Y,0,413800.0,Working,Higher education,Married,Municipal apartment,-24361,-6665,1,1,0,0,Sales staff,2.0,0,66.7,0,18.25,206900.0,0.2736131934032983,high,senior,senior,2.0
5009692,M,N,N,0,117000.0,Working,Secondary / secondary special,Separated,House / apartment,-7519,-616,1,0,1,0,Core staff,1.0,0,20.59,0,1.69,117000.0,0.08207867897037396,medium,youth,entry,0.0
5009693,M,N,Y,2,218600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14442,365243,1,0,0,0,,4.0,1,39.54,1,0.0,54650.0,0.0,medium,adult,entry,2.0
5009694,F,N,N,0,275900.0,Working,Secondary / secondary special,Separated,House / apartment,-12048,-4837,1,0,0,0,Laborers,1.0,0,32.99,0,13.24,275900.0,0.40133373749621093,high,youth,senior,1.0
5009695,F,N,Y,0,410400.0,State servant,Higher education,Single / not married,House / apartment,-17018,-1036,1,1,0,0,Sales staff,1.0,0,46.59,0,2.84,410400.0,0.06095728697145309,high,adult,entry,2.0
5009696,F,N,N,1,257500.0,Working,Secondary / secondary special,Married,House / apartment,-12396,-5296,1,0,0,0,Sales staff,3.0,0,33.94,0,14.5,85833.33333333333,0.427224513847967,high,youth,senior,1.0
5009697,F,Y,Y,0,335400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23192,-7650,1,0,1,0,Core staff,2.0,0,63.5,0,20.94,167700.0,0.3297637795275591,high,senior,senior,3.0
5009698,F,N,Y,0,240700.0,Student,Higher education,Married,House / apartment,-24419,-9865,1,0,0,0,Sales staff,2.0,0,66.86,0,27.01,120350.0,0.4039784624588693,medium,senior,senior,2.0
5009699,M,Y,Y,0,240200.0,Working,Secondary / secondary special,Married,House / apartment,-22812,-4128,1,0,0,0,,2.0,0,62.46,0,11.3,120100.0,0.180915786103106,medium,senior,senior,3.0
5009700,M,N,Y,0,254800.0,Working,Secondary / secondary special,Separated,House / apartment,-14584,-4963,1,0,0,0,Drivers,1.0,0,39.93,0,13.59,254800.0,0.34034560480841475,high,adult,senior,2.0
5009701,F,Y,Y,1,222100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-25384,365243,1,0,0,0,,2.0,0,69.5,1,0.0,111050.0,0.0,medium,senior,entry,3.0
5009702,M,N,Y,0,105000.0,Working,Secondary / secondary special,Married,House / apartment,-20729,-14138,1,0,0,0,Sales staff,2.0,0,56.75,0,38.71,52500.0,0.6821145374449339,medium,senior,senior,1.0
5009703,M,N,Y,0,166300.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13799,-3991,1,0,0,1,,1.0,0,37.78,0,10.93,166300.0,0.2893065113816834,medium,adult,senior,2.0
5009704,M,N,Y,0,275900.0,Working,Secondary / secondary special,Married,House / apartment,-9016,-1102,1,0,1,0,Laborers,2.0,0,24.68,0,3.02,137950.0,0.12236628849270664,high,youth,mid,2.0
5009705,M,N,Y,0,215500.0,Working,Higher education,Civil marriage,House / apartment,-19487,-7300,1,0,1,0,Accountants,2.0,0,53.35,0,19.99,107750.0,0.37469540768509835,medium,adult,senior,2.0
5009706,M,Y,N,0,225800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20610,-5431,1,1,0,0,Sales staff,2.0,0,56.43,0,14.87,112900.0,0.2635123161438951,medium,senior,senior,2.0
5009707,F,Y,Y,0,207700.0,Pensioner,Higher education,Separated,House / apartment,-9541,365243,1,0,1,0,,1.0,0,26.12,1,0.0,207700.0,0.0,medium,youth,entry,3.0
5009708,F,Y,Y,0,158500.0,Working,Higher education,Married,House / apartment,-17345,-1337,1,0,1,0,Secretaries,2.0,0,47.49,0,3.66,79250.0,0.07706885660138976,medium,adult,mid,3.0
5009709,F,N,Y,0,190800.0,Working,Secondary / secondary special,Married,House / apartment,-25332,-13129,1,0,0,0,,2.0,0,69.36,0,35.95,95400.0,0.5183102652825836,medium,senior,senior,2.0
5009710,F,N,Y,2,209400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13263,-6350,1,1,0,0,,4.0,0,36.31,0,17.39,52350.0,0.478931423850179,medium,adult,senior,2.0
5009711,M,N,Y,0,244800.0,Working,Secondary / secondary special,Married,House / apartment,-12818,-1471,1,0,1,0,Core staff,2.0,0,35.09,0,4.03,122400.0,0.11484753491023084,medium,adult,mid,2.0
5009712,M,Y,N,0,297200.0,Working,Secondary / secondary special,Married,House / apartment,-23802,-12539,1,0,0,0,Sales staff,2.0,0,65.17,0,34.33,148600.0,0.5267761239834279,high,senior,senior,2.0
5009713,F,Y,Y,0,223100.0,Working,Secondary / secondary special,Civil marriage,With parents,-9449,-167,1,0,0,0,Core staff,2.0,0,25.87,0,0.46,111550.0,0.01778121376111326,medium,youth,entry,3.0
5009714,F,N,Y,2,145900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24354,-9470,1,0,1,0,,4.0,1,66.68,0,25.93,36475.0,0.388872225554889,medium,senior,senior,1.0
5009715,M,N,Y,1,121300.0,Commercial associate,Higher education,Married,Rented apartment,-21540,-12315,1,0,0,0,,3.0,0,58.97,0,33.72,40433.333333333336,0.5718161777174835,medium,senior,senior,1.0
5009716,F,N,Y,1,894600.0,Working,Secondary / secondary special,Married,House / apartment,-14443,-5323,1,1,1,0,Managers,3.0,0,39.54,0,14.57,298200.0,0.36848760748609005,high,adult,senior,2.0
5009717,F,N,N,0,138800.0,Working,Secondary / secondary special,Married,House / apartment,-8831,-1383,1,0,1,0,Core staff,2.0,0,24.18,0,3.79,69400.0,0.1567411083540116,medium,youth,mid,0.0
5009718,F,N,N,1,188400.0,Commercial associate,Higher education,Married,House / apartment,-7655,-143,1,1,1,0,HR staff,3.0,0,20.96,0,0.39,62800.0,0.018606870229007633,medium,youth,entry,1.0
5009719,F,Y,Y,0,316100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14169,365243,1,0,0,0,,2.0,0,38.79,1,0.0,158050.0,0.0,high,adult,entry,3.0
5009720,M,N,Y,0,292400.0,Working,Secondary / secondary special,Married,House / apartment,-20187,-10464,1,0,1,0,,2.0,0,55.27,0,28.65,146200.0,0.5183643929799168,high,senior,senior,2.0
5009721,F,N,Y,0,316800.0,Working,Secondary / secondary special,Married,House / apartment,-16209,-4768,1,1,0,0,,2.0,0,44.38,0,13.05,158400.0,0.2940513744930149,high,adult,senior,2.0
5009722,F,Y,Y,1,195700.0,Working,Secondary / secondary special,Married,House / apartment,-20795,-2925,1,0,1,0,,3.0,1,56.93,0,8.01,65233.333333333336,0.1406991041630072,medium,senior,mid,3.0
5009723,M,N,Y,1,275100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19551,-3084,1,1,0,0,Core staff,3.0,0,53.53,0,8.44,91700.0,0.15766859704838407,high,adult,mid,2.0
5009724,F,Y,N,1,251700.0,State servant,Incomplete higher,Civil marriage,House / apartment,-17768,-4371,1,1,0,0,Laborers,3.0,0,48.65,0,11.97,83900.0,0.24604316546762592,high,adult,senior,2.0
5009725,F,N,Y,2,208900.0,Working,Secondary / secondary special,Civil marriage,With parents,-24974,-1715,1,0,0,0,,4.0,0,68.38,0,4.7,52225.0,0.0687335478210003,medium,senior,mid,2.0
5009726,F,Y,Y,0,276000.0,Working,Secondary / secondary special,Married,House / apartment,-20607,-307,1,0,0,0,Managers,2.0,0,56.42,0,0.84,138000.0,0.014888337468982629,high,senior,entry,3.0
5009727,F,N,Y,0,413800.0,Working,Secondary / secondary special,Married,House / apartment,-24008,-8754,1,0,0,0,Drivers,2.0,0,65.73,0,23.97,206900.0,0.3646736649931538,high,senior,senior,2.0
5009728,F,Y,N,0,241400.0,Working,Secondary / secondary special,Separated,House / apartment,-11727,-3974,1,0,0,0,Laborers,1.0,0,32.11,0,10.88,241400.0,0.33883525381501095,medium,youth,senior,2.0
5009729,M,N,Y,1,242200.0,Working,Secondary / secondary special,Married,House / apartment,-20338,-7398,1,0,0,0,,3.0,0,55.68,0,20.25,80733.33333333333,0.3636853448275862,medium,senior,senior,2.0
5009730,M,N,N,0,416500.0,Pensioner,Secondary / secondary special,Married,With parents,-18222,365243,1,0,0,0,,2.0,0,49.89,1,0.0,208250.0,0.0,high,adult,entry,1.0
5009731,F,N,Y,1,394800.0,Working,Secondary / secondary special,Married,House / apartment,-24185,-12238,1,1,0,0,Sales staff,3.0,0,66.21,0,33.51,131600.0,0.5061169007702764,high,senior,senior,2.0
5009732,F,N,Y,0,539000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-16627,365243,1,1,0,0,,1.0,0,45.52,1,0.0,539000.0,0.0,high,adult,entry,2.0
5009733,M,N,N,0,101500.0,Working,Secondary / secondary special,Separated,House / apartment,-12412,-4341,1,0,0,0,Cleaning staff,1.0,0,33.98,0,11.89,101500.0,0.349911712772219,medium,youth,senior,0.0
5009734,M,Y,N,0,383900.0,Pensioner,Higher education,Married,House / apartment,-14333,365243,1,0,1,0,,2.0,0,39.24,1,0.0,191950.0,0.0,high,adult,entry,2.0
5009735,F,Y,Y,0,329800.0,Working,Secondary / secondary special,Married,House / apartment,-11301,-3733,1,0,0,0,,2.0,0,30.94,0,10.22,164900.0,0.33031674208144796,high,youth,senior,3.0
5009736,F,Y,Y,1,156800.0,Working,Secondary / secondary special,Married,House / apartment,-11322,-4314,1,0,0,0,Laborers,3.0,0,31.0,0,11.81,52266.666666666664,0.3809677419354839,medium,youth,senior,3.0
5009737,F,N,N,0,276900.0,State servant,Secondary / secondary special,Widow,House / apartment,-15896,-8331,1,1,0,0,Accountants,1.0,0,43.52,0,22.81,276900.0,0.524126838235294,high,adult,senior,1.0
5009738,M,Y,Y,0,412900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23606,-733,1,0,0,0,Laborers,2.0,0,64.63,0,2.01,206450.0,0.031100108308834907,high,senior,entry,3.0
5009739,M,N,Y,0,161300.0,Commercial associate,Higher education,Married,House / apartment,-10809,-4126,1,1,0,0,,2.0,0,29.59,0,11.3,80650.0,0.38188577222034475,medium,youth,senior,2.0
5009740,M,N,N,0,304600.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-12562,365243,1,0,0,0,,2.0,0,34.39,1,0.0,152300.0,0.0,high,youth,entry,1.0
5009741,F,Y,Y,0,377400.0,Working,Lower secondary,Married,House / apartment,-22883,-4976,1,0,0,1,,2.0,0,62.65,0,13.62,188700.0,0.21739824421388668,high,senior,senior,3.0
5009742,M,Y,Y,0,142900.0,Commercial associate,Higher education,Married,House / apartment,-13501,-276,1,0,0,0,Drivers,2.0,0,36.96,0,0.76,71450.0,0.020562770562770564,medium,adult,entry,2.0
5009743,F,Y,Y,1,227400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24881,365243,1,0,0,0,,3.0,1,68.12,1,0.0,75800.0,0.0,medium,senior,entry,3.0
5009744,M,N,Y,0,283800.0,State servant,Higher education,Married,House / apartment,-12216,-1339,1,0,0,0,Drivers,2.0,0,33.45,0,3.67,141900.0,0.10971599402092674,high,youth,mid,2.0
5009745,F,Y,Y,0,164000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15380,-2200,1,0,0,0,Laborers,2.0,0,42.11,0,6.02,82000.0,0.1429589171218238,medium,adult,mid,3.0
5009746,F,Y,Y,0,157300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9051,-1365,1,0,0,0,,2.0,0,24.78,0,3.74,78650.0,0.1509281678773204,medium,youth,mid,3.0
5009747,F,N,Y,0,228200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25425,-7724,1,0,1,0,Laborers,2.0,0,69.61,0,21.15,114100.0,0.30383565579658095,medium,senior,senior,2.0
5009748,M,N,Y,0,364500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23561,-16216,1,0,0,0,,2.0,0,64.51,0,44.4,182250.0,0.688265385211595,high,senior,senior,2.0
5009749,M,Y,Y,0,336800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22236,-24,1,0,1,0,,2.0,0,60.88,0,0.07,168400.0,0.0011498028909329829,high,senior,entry,3.0
5009750,M,Y,Y,0,158700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10178,365243,1,1,1,0,,2.0,0,27.87,1,0.0,79350.0,0.0,medium,youth,entry,3.0
5009751,F,Y,N,0,338300.0,Working,Secondary / secondary special,Married,House / apartment,-25008,-3829,1,1,1,0,High skill tech staff,2.0,0,68.47,0,10.48,169150.0,0.15305973419015628,high,senior,senior,2.0
5009752,F,N,Y,0,160700.0,Working,Secondary / secondary special,Married,House / apartment,-24274,-11429,1,0,0,0,Managers,2.0,0,66.46,0,31.29,80350.0,0.4708095094793861,medium,senior,senior,2.0
5009753,F,N,N,1,109100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15261,-7954,1,0,0,0,Medicine staff,3.0,1,41.78,0,21.78,36366.666666666664,0.5213020584011488,medium,adult,senior,0.0
5009754,F,Y,Y,2,203200.0,State servant,Higher education,Married,House / apartment,-19753,-5526,1,0,0,0,,4.0,0,54.08,0,15.13,50800.0,0.27977071005917165,medium,adult,senior,3.0
5009755,F,Y,N,0,428000.0,Working,Secondary / secondary special,Married,House / apartment,-25430,-10216,1,0,1,0,Drivers,2.0,0,69.62,0,27.97,214000.0,0.4017523700086182,high,senior,senior,2.0
5009756,M,N,Y,0,338900.0,State servant,Secondary / secondary special,Married,House / apartment,-14788,-7065,1,0,0,0,Drivers,2.0,0,40.49,0,19.34,169450.0,0.47764880217337613,high,adult,senior,2.0
5009757,F,N,Y,0,243900.0,State servant,Secondary / secondary special,Married,House / apartment,-9369,-1911,1,0,0,0,,2.0,0,25.65,0,5.23,121950.0,0.20389863547758288,medium,youth,mid,2.0
5009758,F,Y,N,0,198200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23153,365243,1,0,0,0,,2.0,0,63.39,1,0.0,99100.0,0.0,medium,senior,entry,2.0
5009759,F,N,N,1,200900.0,Pensioner,Incomplete higher,Married,House / apartment,-16007,365243,1,0,0,0,,3.0,0,43.82,1,0.0,66966.66666666667,0.0,medium,adult,entry,1.0
5009760,F,Y,Y,1,257800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-25330,365243,1,0,1,0,,2.0,0,69.35,1,0.0,128900.0,0.0,high,senior,entry,3.0
5009761,M,Y,N,0,143100.0,Pensioner,Higher education,Single / not married,Office apartment,-17366,365243,1,0,0,0,,1.0,0,47.55,1,0.0,143100.0,0.0,medium,adult,entry,1.0
5009762,M,N,Y,0,205100.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-7843,-583,1,1,0,0,,1.0,0,21.47,0,1.6,205100.0,0.07452258965999069,medium,youth,entry,2.0
5009763,F,N,N,0,219200.0,Working,Higher education,Married,House / apartment,-16285,-121,1,0,0,0,Laborers,2.0,0,44.59,0,0.33,109600.0,0.007400762502803319,medium,adult,entry,1.0
5009764,M,N,Y,0,124200.0,Working,Higher education,Married,House / apartment,-20419,-1264,1,0,0,0,,2.0,0,55.9,0,3.46,62100.0,0.06189624329159213,medium,senior,mid,1.0
5009765,F,N,Y,1,160500.0,Working,Higher education,Single / not married,House / apartment,-7780,-750,1,0,0,0,Sales staff,2.0,0,21.3,0,2.05,80250.0,0.09624413145539905,medium,youth,entry,2.0
5009766,M,N,Y,0,299800.0,Working,Secondary / secondary special,Married,House / apartment,-14856,-2104,1,0,0,0,,2.0,0,40.67,0,5.76,149900.0,0.141627735431522,high,adult,mid,2.0
5009767,F,N,Y,0,245300.0,Working,Secondary / secondary special,Married,House / apartment,-10146,-1481,1,0,1,0,,2.0,0,27.78,0,4.05,122650.0,0.14578833693304535,medium,youth,mid,2.0
5009768,M,N,N,0,209200.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19050,365243,1,0,1,0,,1.0,1,52.16,1,0.0,209200.0,0.0,medium,adult,entry,1.0
5009769,F,N,Y,0,154800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24789,-447,1,0,0,0,,2.0,1,67.87,0,1.22,77400.0,0.017975541476351848,medium,senior,entry,2.0
5009770,F,N,Y,0,537100.0,Working,Secondary / secondary special,Married,House / apartment,-18711,-10675,1,0,1,0,,2.0,0,51.23,0,29.23,268550.0,0.5705641225844232,high,adult,senior,2.0
5009771,M,Y,Y,0,160600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19995,365243,1,0,0,0,,1.0,0,54.74,1,0.0,160600.0,0.0,medium,adult,entry,3.0
5009772,F,N,Y,0,276900.0,Working,Higher education,Single / not married,House / apartment,-14547,-804,1,0,0,0,High skill tech staff,1.0,0,39.83,0,2.2,276900.0,0.05523474767762993,high,adult,entry,2.0
5009773,F,N,Y,1,191300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17589,-5410,1,1,0,0,Drivers,2.0,0,48.16,0,14.81,95650.0,0.3075166112956811,medium,adult,senior,2.0
5009774,F,N,Y,1,248600.0,Pensioner,Higher education,Married,House / apartment,-17237,365243,1,1,0,0,,3.0,0,47.19,1,0.0,82866.66666666667,0.0,medium,adult,entry,2.0
5009775,F,Y,N,0,306900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21177,-10267,1,1,0,0,High skill tech staff,2.0,0,57.98,0,28.11,153450.0,0.48482235253535705,high,senior,senior,2.0
5009776,F,N,Y,2,123000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22954,-330,1,0,0,0,,3.0,0,62.84,0,0.9,41000.0,0.014322087842138764,medium,senior,entry,1.0
5009777,M,N,Y,0,243300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19411,-11572,1,0,0,0,,2.0,1,53.14,0,31.68,121650.0,0.5961610839292435,medium,adult,senior,2.0
5009778,M,Y,N,1,442800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-25199,-14861,1,0,0,0,,2.0,0,68.99,0,40.69,221400.0,0.5897956225539933,high,senior,senior,2.0
5009779,M,N,Y,1,589000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22432,365243,1,0,0,0,,3.0,0,61.42,1,0.0,196333.33333333334,0.0,high,senior,entry,2.0
5009780,F,Y,N,0,228800.0,Working,Higher education,Married,House / apartment,-9581,-2036,1,1,0,0,,2.0,0,26.23,0,5.57,114400.0,0.2123522683949676,medium,youth,mid,2.0
5009781,M,Y,N,1,249300.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-16573,-7364,1,0,0,0,,2.0,0,45.37,0,20.16,124650.0,0.44434648446109765,medium,adult,senior,2.0
5009782,F,N,Y,0,737600.0,Working,Higher education,Single / not married,House / apartment,-23800,-1553,1,0,0,0,Laborers,1.0,0,65.16,0,4.25,737600.0,0.06522406384284837,high,senior,mid,2.0
5009783,F,N,Y,0,430600.0,Commercial associate,Higher education,Married,House / apartment,-24544,-8318,1,0,1,0,Drivers,2.0,0,67.2,0,22.77,215300.0,0.3388392857142857,high,senior,senior,2.0
5009784,M,N,Y,0,179300.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-14249,365243,1,1,1,0,,1.0,0,39.01,1,0.0,179300.0,0.0,medium,adult,entry,2.0
5009785,F,Y,Y,1,179100.0,State servant,Higher education,Married,House / apartment,-20558,-8914,1,0,0,0,Laborers,3.0,0,56.28,0,24.41,59700.0,0.43372423596304194,medium,senior,senior,3.0
5009786,M,N,N,1,393900.0,Working,Higher education,Married,House / apartment,-14803,-5878,1,1,0,0,,3.0,0,40.53,0,16.09,131300.0,0.39698988403651614,high,adult,senior,1.0
5009787,M,Y,Y,0,147300.0,Working,Higher education,Married,House / apartment,-9563,-1718,1,0,0,0,Managers,2.0,0,26.18,0,4.7,73650.0,0.17952635599694425,medium,youth,mid,2.0
5009788,F,Y,Y,0,420600.0,Commercial associate,Higher education,Married,With parents,-23460,365243,1,1,1,0,,2.0,0,64.23,1,0.0,210300.0,0.0,high,senior,entry,3.0
5009789,F,Y,Y,0,288500.0,Working,Higher education,Married,House / apartment,-24325,-8850,1,0,0,1,Core staff,2.0,0,66.6,0,24.23,144250.0,0.36381381381381384,high,senior,senior,3.0
5009790,F,N,Y,3,316300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16523,-8048,1,0,0,0,,4.0,0,45.24,0,22.03,79075.0,0.4869584438549956,high,adult,senior,2.0
5009791,F,N,Y,0,214700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7639,365243,1,0,1,0,,2.0,0,20.91,1,0.0,107350.0,0.0,medium,youth,entry,2.0
5009792,M,N,N,1,178200.0,Commercial associate,Higher education,Married,House / apartment,-22208,-7604,1,0,0,0,Laborers,3.0,1,60.8,0,20.82,59400.0,0.3424342105263158,medium,senior,senior,1.0
5009793,F,N,Y,0,507100.0,Working,Higher education,Widow,With parents,-16015,-4199,1,0,0,0,Managers,1.0,0,43.85,0,11.5,507100.0,0.26225769669327254,high,adult,senior,2.0
5009794,F,Y,Y,0,215800.0,Working,Secondary / secondary special,Married,Municipal apartment,-8675,365243,1,0,1,0,,2.0,0,23.75,1,0.0,107900.0,0.0,medium,youth,entry,3.0
5009795,F,N,Y,0,198800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10764,365243,1,1,1,1,,2.0,0,29.47,1,0.0,99400.0,0.0,medium,youth,entry,2.0
5009796,M,N,N,2,234500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10083,-262,1,1,0,0,Sales staff,3.0,0,27.61,0,0.72,78166.66666666667,0.026077508149221298,medium,youth,entry,1.0
5009797,F,N,Y,0,268900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19838,-8303,1,0,1,0,Managers,2.0,0,54.31,0,22.73,134450.0,0.4185232922113791,high,adult,senior,2.0
5009798,F,Y,N,2,145800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12773,365243,1,0,0,0,,3.0,0,34.97,1,0.0,48600.0,0.0,medium,youth,entry,1.0
5009799,M,N,Y,0,184100.0,Working,Secondary / secondary special,Widow,With parents,-9637,-1955,1,0,0,0,Laborers,1.0,0,26.38,0,5.35,184100.0,0.20280515542077332,medium,youth,mid,2.0
5009800,F,N,N,0,179200.0,Working,Higher education,Civil marriage,House / apartment,-24064,-1190,1,0,0,0,Sales staff,2.0,0,65.88,0,3.26,89600.0,0.04948391013964785,medium,senior,mid,1.0
5009801,M,N,Y,1,372500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24774,365243,1,0,0,0,,3.0,0,67.83,1,0.0,124166.66666666667,0.0,high,senior,entry,2.0
5009802,F,N,Y,1,156800.0,Working,Secondary / secondary special,Married,House / apartment,-9836,-946,1,0,0,0,Sales staff,3.0,0,26.93,0,2.59,52266.666666666664,0.09617526921648718,medium,youth,entry,2.0
5009803,F,Y,Y,2,101500.0,Commercial associate,Higher education,Married,House / apartment,-11510,-913,1,0,0,0,,4.0,0,31.51,0,2.5,25375.0,0.07933989209774674,medium,youth,entry,2.0
5009804,M,N,Y,0,91300.0,Commercial associate,Higher education,Civil marriage,House / apartment,-18119,-1263,1,0,1,0,,2.0,0,49.61,0,3.46,45650.0,0.06974400322515621,low,adult,mid,1.0
5009805,F,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10054,-3069,1,0,0,0,Cooking staff,2.0,0,27.53,0,8.4,58500.0,0.3051216854340719,medium,youth,mid,2.0
5009806,F,N,Y,0,482300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10201,-2501,1,0,0,0,Accountants,2.0,0,27.93,0,6.85,241150.0,0.24525599713569637,high,youth,mid,2.0
5009807,F,N,Y,0,246100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13452,-6346,1,0,0,0,Security staff,2.0,0,36.83,0,17.37,123050.0,0.47162639152864516,medium,adult,senior,2.0
