ID,MONTHS_BALANCE,STATUS
5009253,-10,C
5009253,-9,0
5009253,-8,0
5009253,-7,C
5009253,-6,0
5009253,-5,0
5009253,-4,0
5009253,-3,C
5009253,-2,C
5009253,-1,0
5009253,0,C
5009254,-56,C
5009254,-55,0
5009254,-54,X
5009254,-53,X
5009254,-52,C
5009254,-51,C
5009254,-50,0
5009254,-49,C
5009254,-48,C
5009254,-47,0
5009254,-46,X
5009254,-45,X
5009254,-44,C
5009254,-43,0
5009254,-42,0
5009254,-41,0
5009254,-40,C
5009254,-39,X
5009254,-38,0
5009254,-37,0
5009254,-36,0
5009254,-35,0
5009254,-34,0
5009254,-33,C
5009254,-32,C
5009254,-31,X
5009254,-30,0
5009254,-29,C
5009254,-28,0
5009254,-27,C
5009254,-26,0
5009254,-25,C
5009254,-24,C
5009254,-23,C
5009254,-22,C
5009254,-21,C
5009254,-20,C
5009254,-19,0
5009254,-18,0
5009254,-17,0
5009254,-16,0
5009254,-15,C
5009254,-14,0
5009254,-13,C
5009254,-12,0
5009254,-11,C
5009254,-10,0
5009254,-9,C
5009254,-8,X
5009254,-7,C
5009254,-6,0
5009254,-5,C
5009254,-4,0
5009254,-3,X
5009254,-2,C
5009254,-1,0
5009254,0,C
5009255,-43,0
5009255,-42,X
5009255,-41,0
5009255,-40,C
5009255,-39,C
5009255,-38,0
5009255,-37,0
5009255,-36,0
5009255,-35,C
5009255,-34,0
5009255,-33,0
5009255,-32,C
5009255,-31,C
5009255,-30,X
5009255,-29,C
5009255,-28,0
5009255,-27,0
5009255,-26,X
5009255,-25,X
5009255,-24,C
5009255,-23,0
5009255,-22,0
5009255,-21,C
5009255,-20,0
5009255,-19,C
5009255,-18,C
5009255,-17,0
5009255,-16,0
5009255,-15,0
5009255,-14,0
5009255,-13,C
5009255,-12,X
5009255,-11,0
5009255,-10,C
5009255,-9,0
5009255,-8,0
5009255,-7,C
5009255,-6,0
5009255,-5,X
5009255,-4,0
5009255,-3,C
5009255,-2,0
5009255,-1,X
5009255,0,C
5009256,-23,C
5009256,-22,C
5009256,-21,C
5009256,-20,0
5009256,-19,1
5009256,-18,C
5009256,-17,0
5009256,-16,C
5009256,-15,C
5009256,-14,X
5009256,-13,0
5009256,-12,X
5009256,-11,X
5009256,-10,C
5009256,-9,0
5009256,-8,X
5009256,-7,C
5009256,-6,0
5009256,-5,C
5009256,-4,0
5009256,-3,0
5009256,-2,X
5009256,-1,0
5009256,0,0
5009257,-24,0
5009257,-23,C
5009257,-22,0
5009257,-21,C
5009257,-20,0
5009257,-19,0
5009257,-18,0
5009257,-17,C
5009257,-16,C
5009257,-15,0
5009257,-14,0
5009257,-13,0
5009257,-12,0
5009257,-11,0
5009257,-10,C
5009257,-9,0
5009257,-8,C
5009257,-7,C
5009257,-6,0
5009257,-5,0
5009257,-4,0
5009257,-3,C
5009257,-2,C
5009257,-1,0
5009257,0,C
5009258,-4,C
5009258,-3,0
5009258,-2,X
5009258,-1,C
5009258,0,0
5009259,-31,C
5009259,-30,C
5009259,-29,0
5009259,-28,C
5009259,-27,0
5009259,-26,X
5009259,-25,C
5009259,-24,C
5009259,-23,C
5009259,-22,0
5009259,-21,0
5009259,-20,C
5009259,-19,1
5009259,-18,C
5009259,-17,0
5009259,-16,0
5009259,-15,0
5009259,-14,0
5009259,-13,0
5009259,-12,C
5009259,-11,0
5009259,-10,0
5009259,-9,0
5009259,-8,1
5009259,-7,X
5009259,-6,C
5009259,-5,C
5009259,-4,C
5009259,-3,C
5009259,-2,0
5009259,-1,0
5009259,0,C
5009260,-10,C
5009260,-9,0
5009260,-8,C
5009260,-7,C
5009260,-6,0
5009260,-5,C
5009260,-4,C
5009260,-3,C
5009260,-2,X
5009260,-1,X
5009260,0,C
5009261,-33,0
5009261,-32,C
5009261,-31,0
5009261,-30,C
5009261,-29,0
5009261,-28,0
5009261,-27,C
5009261,-26,X
5009261,-25,0
5009261,-24,0
5009261,-23,C
5009261,-22,C
5009261,-21,X
5009261,-20,0
5009261,-19,X
5009261,-18,C
5009261,-17,C
5009261,-16,0
5009261,-15,C
5009261,-14,C
5009261,-13,C
5009261,-12,C
5009261,-11,0
5009261,-10,C
5009261,-9,C
5009261,-8,0
5009261,-7,0
5009261,-6,0
5009261,-5,0
5009261,-4,C
5009261,-3,1
5009261,-2,C
5009261,-1,C
5009261,0,0
5009262,-58,0
5009262,-57,C
5009262,-56,C
5009262,-55,C
5009262,-54,C
5009262,-53,0
5009262,-52,C
5009262,-51,0
5009262,-50,C
5009262,-49,0
5009262,-48,C
5009262,-47,0
5009262,-46,0
5009262,-45,0
5009262,-44,0
5009262,-43,C
5009262,-42,C
5009262,-41,0
5009262,-40,C
5009262,-39,X
5009262,-38,C
5009262,-37,0
5009262,-36,X
5009262,-35,C
5009262,-34,0
5009262,-33,C
5009262,-32,0
5009262,-31,0
5009262,-30,0
5009262,-29,0
5009262,-28,0
5009262,-27,X
5009262,-26,C
5009262,-25,X
5009262,-24,0
5009262,-23,C
5009262,-22,0
5009262,-21,C
5009262,-20,C
5009262,-19,C
5009262,-18,C
5009262,-17,C
5009262,-16,0
5009262,-15,X
5009262,-14,0
5009262,-13,C
5009262,-12,C
5009262,-11,C
5009262,-10,C
5009262,-9,C
5009262,-8,0
5009262,-7,0
5009262,-6,0
5009262,-5,0
5009262,-4,0
5009262,-3,0
5009262,-2,0
5009262,-1,C
5009262,0,C
5009263,-32,C
5009263,-31,0
5009263,-30,0
5009263,-29,0
5009263,-28,C
5009263,-27,C
5009263,-26,0
5009263,-25,0
5009263,-24,C
5009263,-23,C
5009263,-22,X
5009263,-21,X
5009263,-20,0
5009263,-19,0
5009263,-18,X
5009263,-17,C
5009263,-16,C
5009263,-15,0
5009263,-14,0
5009263,-13,C
5009263,-12,C
5009263,-11,0
5009263,-10,C
5009263,-9,C
5009263,-8,0
5009263,-7,C
5009263,-6,0
5009263,-5,0
5009263,-4,0
5009263,-3,0
5009263,-2,1
5009263,-1,C
5009263,0,0
5009264,-30,C
5009264,-29,0
5009264,-28,0
5009264,-27,C
5009264,-26,0
5009264,-25,C
5009264,-24,C
5009264,-23,C
5009264,-22,0
5009264,-21,C
5009264,-20,C
5009264,-19,C
5009264,-18,0
5009264,-17,C
5009264,-16,C
5009264,-15,C
5009264,-14,C
5009264,-13,C
5009264,-12,C
5009264,-11,1
5009264,-10,0
5009264,-9,0
5009264,-8,C
5009264,-7,C
5009264,-6,C
5009264,-5,C
5009264,-4,0
5009264,-3,C
5009264,-2,0
5009264,-1,C
5009264,0,C
5009265,-23,0
5009265,-22,0
5009265,-21,0
5009265,-20,C
5009265,-19,1
5009265,-18,X
5009265,-17,X
5009265,-16,C
5009265,-15,C
5009265,-14,0
5009265,-13,0
5009265,-12,0
5009265,-11,C
5009265,-10,0
5009265,-9,C
5009265,-8,0
5009265,-7,C
5009265,-6,0
5009265,-5,0
5009265,-4,1
5009265,-3,0
5009265,-2,0
5009265,-1,X
5009265,0,C
5009266,-52,C
5009266,-51,C
5009266,-50,0
5009266,-49,0
5009266,-48,X
5009266,-47,X
5009266,-46,C
5009266,-45,X
5009266,-44,C
5009266,-43,0
5009266,-42,C
5009266,-41,C
5009266,-40,X
5009266,-39,C
5009266,-38,X
5009266,-37,0
5009266,-36,X
5009266,-35,0
5009266,-34,C
5009266,-33,C
5009266,-32,0
5009266,-31,0
5009266,-30,1
5009266,-29,0
5009266,-28,0
5009266,-27,0
5009266,-26,C
5009266,-25,C
5009266,-24,C
5009266,-23,0
5009266,-22,0
5009266,-21,0
5009266,-20,X
5009266,-19,C
5009266,-18,C
5009266,-17,0
5009266,-16,C
5009266,-15,0
5009266,-14,C
5009266,-13,0
5009266,-12,0
5009266,-11,0
5009266,-10,C
5009266,-9,C
5009266,-8,C
5009266,-7,C
5009266,-6,0
5009266,-5,0
5009266,-4,0
5009266,-3,C
5009266,-2,0
5009266,-1,0
5009266,0,C
5009267,-34,C
5009267,-33,C
5009267,-32,0
5009267,-31,0
5009267,-30,C
5009267,-29,C
5009267,-28,0
5009267,-27,0
5009267,-26,0
5009267,-25,C
5009267,-24,0
5009267,-23,0
5009267,-22,0
5009267,-21,0
5009267,-20,C
5009267,-19,C
5009267,-18,C
5009267,-17,C
5009267,-16,0
5009267,-15,C
5009267,-14,C
5009267,-13,0
5009267,-12,0
5009267,-11,C
5009267,-10,0
5009267,-9,C
5009267,-8,C
5009267,-7,0
5009267,-6,C
5009267,-5,0
5009267,-4,C
5009267,-3,C
5009267,-2,X
5009267,-1,1
5009267,0,0
5009268,-46,C
5009268,-45,0
5009268,-44,C
5009268,-43,0
5009268,-42,C
5009268,-41,C
5009268,-40,0
5009268,-39,0
5009268,-38,1
5009268,-37,C
5009268,-36,0
5009268,-35,0
5009268,-34,0
5009268,-33,0
5009268,-32,0
5009268,-31,0
5009268,-30,C
5009268,-29,0
5009268,-28,0
5009268,-27,0
5009268,-26,C
5009268,-25,0
5009268,-24,0
5009268,-23,C
5009268,-22,C
5009268,-21,0
5009268,-20,0
5009268,-19,0
5009268,-18,0
5009268,-17,0
5009268,-16,C
5009268,-15,0
5009268,-14,C
5009268,-13,C
5009268,-12,X
5009268,-11,0
5009268,-10,1
5009268,-9,C
5009268,-8,C
5009268,-7,C
5009268,-6,0
5009268,-5,X
5009268,-4,C
5009268,-3,0
5009268,-2,X
5009268,-1,C
5009268,0,C
5009269,-21,C
5009269,-20,0
5009269,-19,0
5009269,-18,C
5009269,-17,C
5009269,-16,C
5009269,-15,C
5009269,-14,0
5009269,-13,C
5009269,-12,0
5009269,-11,C
5009269,-10,C
5009269,-9,C
5009269,-8,0
5009269,-7,X
5009269,-6,C
5009269,-5,0
5009269,-4,0
5009269,-3,C
5009269,-2,X
5009269,-1,C
5009269,0,0
5009270,-41,0
5009270,-40,C
5009270,-39,0
5009270,-38,C
5009270,-37,C
5009270,-36,0
5009270,-35,0
5009270,-34,0
5009270,-33,C
5009270,-32,C
5009270,-31,C
5009270,-30,X
5009270,-29,C
5009270,-28,0
5009270,-27,X
5009270,-26,X
5009270,-25,0
5009270,-24,C
5009270,-23,0
5009270,-22,0
5009270,-21,0
5009270,-20,C
5009270,-19,C
5009270,-18,C
5009270,-17,C
5009270,-16,0
5009270,-15,C
5009270,-14,C
5009270,-13,C
5009270,-12,0
5009270,-11,C
5009270,-10,C
5009270,-9,C
5009270,-8,C
5009270,-7,X
5009270,-6,0
5009270,-5,0
5009270,-4,X
5009270,-3,C
5009270,-2,C
5009270,-1,0
5009270,0,C
5009271,-40,C
5009271,-39,0
5009271,-38,X
5009271,-37,0
5009271,-36,0
5009271,-35,C
5009271,-34,C
5009271,-33,0
5009271,-32,C
5009271,-31,C
5009271,-30,C
5009271,-29,C
5009271,-28,C
5009271,-27,0
5009271,-26,C
5009271,-25,C
5009271,-24,0
5009271,-23,C
5009271,-22,C
5009271,-21,C
5009271,-20,C
5009271,-19,C
5009271,-18,0
5009271,-17,C
5009271,-16,C
5009271,-15,1
5009271,-14,X
5009271,-13,C
5009271,-12,C
5009271,-11,0
5009271,-10,0
5009271,-9,0
5009271,-8,0
5009271,-7,C
5009271,-6,C
5009271,-5,0
5009271,-4,0
5009271,-3,C
5009271,-2,0
5009271,-1,C
5009271,0,X
5009272,-34,0
5009272,-33,C
5009272,-32,C
5009272,-31,C
5009272,-30,C
5009272,-29,C
5009272,-28,C
5009272,-27,C
5009272,-26,0
5009272,-25,0
5009272,-24,C
5009272,-23,C
5009272,-22,0
5009272,-21,C
5009272,-20,0
5009272,-19,C
5009272,-18,0
5009272,-17,X
5009272,-16,0
5009272,-15,C
5009272,-14,C
5009272,-13,X
5009272,-12,X
5009272,-11,0
5009272,-10,C
5009272,-9,C
5009272,-8,C
5009272,-7,0
5009272,-6,0
5009272,-5,C
5009272,-4,C
5009272,-3,C
5009272,-2,0
5009272,-1,0
5009272,0,C
5009273,-40,0
5009273,-39,C
5009273,-38,C
5009273,-37,0
5009273,-36,0
5009273,-35,C
5009273,-34,C
5009273,-33,0
5009273,-32,C
5009273,-31,0
5009273,-30,C
5009273,-29,C
5009273,-28,0
5009273,-27,0
5009273,-26,0
5009273,-25,C
5009273,-24,C
5009273,-23,C
5009273,-22,0
5009273,-21,0
5009273,-20,0
5009273,-19,C
5009273,-18,C
5009273,-17,0
5009273,-16,X
5009273,-15,C
5009273,-14,0
5009273,-13,0
5009273,-12,0
5009273,-11,C
5009273,-10,0
5009273,-9,0
5009273,-8,0
5009273,-7,X
5009273,-6,0
5009273,-5,C
5009273,-4,C
5009273,-3,C
5009273,-2,C
5009273,-1,0
5009273,0,X
5009274,-31,0
5009274,-30,X
5009274,-29,X
5009274,-28,1
5009274,-27,0
5009274,-26,C
5009274,-25,C
5009274,-24,0
5009274,-23,C
5009274,-22,0
5009274,-21,0
5009274,-20,1
5009274,-19,C
5009274,-18,C
5009274,-17,C
5009274,-16,C
5009274,-15,0
5009274,-14,C
5009274,-13,0
5009274,-12,0
5009274,-11,X
5009274,-10,0
5009274,-9,C
5009274,-8,C
5009274,-7,0
5009274,-6,C
5009274,-5,C
5009274,-4,C
5009274,-3,0
5009274,-2,1
5009274,-1,0
5009274,0,C
5009275,-44,X
5009275,-43,C
5009275,-42,C
5009275,-41,0
5009275,-40,0
5009275,-39,0
5009275,-38,C
5009275,-37,C
5009275,-36,0
5009275,-35,0
5009275,-34,0
5009275,-33,0
5009275,-32,X
5009275,-31,0
5009275,-30,C
5009275,-29,0
5009275,-28,C
5009275,-27,C
5009275,-26,0
5009275,-25,0
5009275,-24,X
5009275,-23,C
5009275,-22,C
5009275,-21,0
5009275,-20,0
5009275,-19,C
5009275,-18,C
5009275,-17,0
5009275,-16,0
5009275,-15,0
5009275,-14,0
5009275,-13,C
5009275,-12,C
5009275,-11,C
5009275,-10,0
5009275,-9,C
5009275,-8,C
5009275,-7,C
5009275,-6,C
5009275,-5,C
5009275,-4,0
5009275,-3,1
5009275,-2,X
5009275,-1,C
5009275,0,C
5009276,-13,C
5009276,-12,C
5009276,-11,C
5009276,-10,0
5009276,-9,C
5009276,-8,0
5009276,-7,0
5009276,-6,C
5009276,-5,C
5009276,-4,C
5009276,-3,0
5009276,-2,X
5009276,-1,0
5009276,0,C
5009277,-8,0
5009277,-7,C
5009277,-6,C
5009277,-5,0
5009277,-4,C
5009277,-3,X
5009277,-2,C
5009277,-1,C
5009277,0,0
5009278,-48,0
5009278,-47,C
5009278,-46,0
5009278,-45,C
5009278,-44,C
5009278,-43,0
5009278,-42,X
5009278,-41,X
5009278,-40,C
5009278,-39,C
5009278,-38,0
5009278,-37,0
5009278,-36,0
5009278,-35,X
5009278,-34,0
5009278,-33,0
5009278,-32,0
5009278,-31,C
5009278,-30,0
5009278,-29,0
5009278,-28,C
5009278,-27,0
5009278,-26,0
5009278,-25,C
5009278,-24,C
5009278,-23,0
5009278,-22,C
5009278,-21,X
5009278,-20,0
5009278,-19,X
5009278,-18,C
5009278,-17,0
5009278,-16,C
5009278,-15,C
5009278,-14,0
5009278,-13,C
5009278,-12,X
5009278,-11,X
5009278,-10,C
5009278,-9,C
5009278,-8,0
5009278,-7,C
5009278,-6,C
5009278,-5,X
5009278,-4,0
5009278,-3,C
5009278,-2,C
5009278,-1,C
5009278,0,X
5009279,-36,C
5009279,-35,0
5009279,-34,X
5009279,-33,C
5009279,-32,C
5009279,-31,0
5009279,-30,C
5009279,-29,C
5009279,-28,C
5009279,-27,C
5009279,-26,0
5009279,-25,0
5009279,-24,C
5009279,-23,C
5009279,-22,C
5009279,-21,X
5009279,-20,0
5009279,-19,X
5009279,-18,C
5009279,-17,1
5009279,-16,C
5009279,-15,X
5009279,-14,C
5009279,-13,0
5009279,-12,C
5009279,-11,X
5009279,-10,X
5009279,-9,0
5009279,-8,0
5009279,-7,C
5009279,-6,0
5009279,-5,X
5009279,-4,C
5009279,-3,C
5009279,-2,C
5009279,-1,C
5009279,0,0
5009280,-10,0
5009280,-9,C
5009280,-8,C
5009280,-7,C
5009280,-6,3
5009280,-5,3
5009280,-4,1
5009280,-3,0
5009280,-2,C
5009280,-1,C
5009280,0,C
5009281,-27,C
5009281,-26,C
5009281,-25,1
5009281,-24,0
5009281,-23,0
5009281,-22,0
5009281,-21,C
5009281,-20,X
5009281,-19,C
5009281,-18,C
5009281,-17,C
5009281,-16,0
5009281,-15,C
5009281,-14,X
5009281,-13,0
5009281,-12,C
5009281,-11,X
5009281,-10,C
5009281,-9,0
5009281,-8,C
5009281,-7,C
5009281,-6,C
5009281,-5,C
5009281,-4,C
5009281,-3,C
5009281,-2,0
5009281,-1,0
5009281,0,0
5009282,-46,0
5009282,-45,C
5009282,-44,0
5009282,-43,C
5009282,-42,0
5009282,-41,C
5009282,-40,0
5009282,-39,C
5009282,-38,0
5009282,-37,C
5009282,-36,C
5009282,-35,0
5009282,-34,C
5009282,-33,0
5009282,-32,0
5009282,-31,C
5009282,-30,0
5009282,-29,C
5009282,-28,C
5009282,-27,0
5009282,-26,C
5009282,-25,C
5009282,-24,X
5009282,-23,0
5009282,-22,0
5009282,-21,C
5009282,-20,C
5009282,-19,0
5009282,-18,0
5009282,-17,0
5009282,-16,0
5009282,-15,C
5009282,-14,C
5009282,-13,C
5009282,-12,0
5009282,-11,X
5009282,-10,C
5009282,-9,0
5009282,-8,C
5009282,-7,0
5009282,-6,X
5009282,-5,C
5009282,-4,0
5009282,-3,C
5009282,-2,C
5009282,-1,C
5009282,0,C
5009283,-7,1
5009283,-6,X
5009283,-5,0
5009283,-4,1
5009283,-3,2
5009283,-2,2
5009283,-1,2
5009283,0,0
5009284,-40,0
5009284,-39,C
5009284,-38,0
5009284,-37,X
5009284,-36,C
5009284,-35,0
5009284,-34,C
5009284,-33,X
5009284,-32,0
5009284,-31,0
5009284,-30,C
5009284,-29,0
5009284,-28,C
5009284,-27,C
5009284,-26,C
5009284,-25,C
5009284,-24,X
5009284,-23,C
5009284,-22,0
5009284,-21,C
5009284,-20,0
5009284,-19,C
5009284,-18,X
5009284,-17,C
5009284,-16,0
5009284,-15,0
5009284,-14,C
5009284,-13,C
5009284,-12,C
5009284,-11,0
5009284,-10,0
5009284,-9,X
5009284,-8,C
5009284,-7,0
5009284,-6,C
5009284,-5,0
5009284,-4,C
5009284,-3,0
5009284,-2,0
5009284,-1,C
5009284,0,C
5009285,-16,C
5009285,-15,C
5009285,-14,0
5009285,-13,C
5009285,-12,C
5009285,-11,C
5009285,-10,C
5009285,-9,X
5009285,-8,0
5009285,-7,C
5009285,-6,C
5009285,-5,X
5009285,-4,C
5009285,-3,C
5009285,-2,C
5009285,-1,C
5009285,0,C
5009286,-20,0
5009286,-19,C
5009286,-18,0
5009286,-17,C
5009286,-16,0
5009286,-15,X
5009286,-14,C
5009286,-13,0
5009286,-12,0
5009286,-11,0
5009286,-10,C
5009286,-9,1
5009286,-8,C
5009286,-7,C
5009286,-6,C
5009286,-5,C
5009286,-4,C
5009286,-3,0
5009286,-2,C
5009286,-1,0
5009286,0,0
5009287,-18,0
5009287,-17,C
5009287,-16,C
5009287,-15,X
5009287,-14,0
5009287,-13,C
5009287,-12,C
5009287,-11,0
5009287,-10,C
5009287,-9,0
5009287,-8,C
5009287,-7,C
5009287,-6,X
5009287,-5,C
5009287,-4,C
5009287,-3,X
5009287,-2,C
5009287,-1,C
5009287,0,0
5009288,-53,0
5009288,-52,0
5009288,-51,C
5009288,-50,0
5009288,-49,C
5009288,-48,C
5009288,-47,X
5009288,-46,C
5009288,-45,C
5009288,-44,0
5009288,-43,0
5009288,-42,X
5009288,-41,C
5009288,-40,C
5009288,-39,C
5009288,-38,X
5009288,-37,0
5009288,-36,0
5009288,-35,0
5009288,-34,C
5009288,-33,X
5009288,-32,C
5009288,-31,X
5009288,-30,C
5009288,-29,X
5009288,-28,C
5009288,-27,C
5009288,-26,C
5009288,-25,C
5009288,-24,0
5009288,-23,0
5009288,-22,0
5009288,-21,0
5009288,-20,C
5009288,-19,C
5009288,-18,1
5009288,-17,0
5009288,-16,0
5009288,-15,C
5009288,-14,X
5009288,-13,C
5009288,-12,0
5009288,-11,0
5009288,-10,0
5009288,-9,0
5009288,-8,0
5009288,-7,X
5009288,-6,0
5009288,-5,C
5009288,-4,0
5009288,-3,C
5009288,-2,C
5009288,-1,X
5009288,0,0
5009289,-51,C
5009289,-50,C
5009289,-49,1
5009289,-48,C
5009289,-47,C
5009289,-46,0
5009289,-45,C
5009289,-44,0
5009289,-43,0
5009289,-42,C
5009289,-41,C
5009289,-40,0
5009289,-39,C
5009289,-38,0
5009289,-37,C
5009289,-36,0
5009289,-35,C
5009289,-34,C
5009289,-33,C
5009289,-32,0
5009289,-31,C
5009289,-30,0
5009289,-29,C
5009289,-28,C
5009289,-27,C
5009289,-26,0
5009289,-25,C
5009289,-24,0
5009289,-23,X
5009289,-22,0
5009289,-21,C
5009289,-20,0
5009289,-19,0
5009289,-18,X
5009289,-17,0
5009289,-16,0
5009289,-15,C
5009289,-14,C
5009289,-13,C
5009289,-12,1
5009289,-11,C
5009289,-10,0
5009289,-9,C
5009289,-8,C
5009289,-7,0
5009289,-6,0
5009289,-5,0
5009289,-4,C
5009289,-3,0
5009289,-2,0
5009289,-1,C
5009289,0,0
5009290,-46,X
5009290,-45,C
5009290,-44,C
5009290,-43,C
5009290,-42,C
5009290,-41,0
5009290,-40,0
5009290,-39,C
5009290,-38,0
5009290,-37,X
5009290,-36,X
5009290,-35,0
5009290,-34,C
5009290,-33,0
5009290,-32,X
5009290,-31,C
5009290,-30,C
5009290,-29,0
5009290,-28,C
5009290,-27,C
5009290,-26,0
5009290,-25,0
5009290,-24,C
5009290,-23,0
5009290,-22,C
5009290,-21,X
5009290,-20,C
5009290,-19,C
5009290,-18,C
5009290,-17,0
5009290,-16,C
5009290,-15,C
5009290,-14,X
5009290,-13,C
5009290,-12,C
5009290,-11,0
5009290,-10,0
5009290,-9,X
5009290,-8,0
5009290,-7,0
5009290,-6,0
5009290,-5,0
5009290,-4,C
5009290,-3,C
5009290,-2,0
5009290,-1,0
5009290,0,0
5009291,-37,0
5009291,-36,X
5009291,-35,X
5009291,-34,0
5009291,-33,0
5009291,-32,0
5009291,-31,X
5009291,-30,0
5009291,-29,0
5009291,-28,0
5009291,-27,C
5009291,-26,0
5009291,-25,X
5009291,-24,1
5009291,-23,0
5009291,-22,C
5009291,-21,C
5009291,-20,C
5009291,-19,C
5009291,-18,0
5009291,-17,0
5009291,-16,0
5009291,-15,C
5009291,-14,C
5009291,-13,C
5009291,-12,0
5009291,-11,C
5009291,-10,0
5009291,-9,C
5009291,-8,C
5009291,-7,0
5009291,-6,C
5009291,-5,C
5009291,-4,C
5009291,-3,0
5009291,-2,X
5009291,-1,X
5009291,0,C
5009292,-54,0
5009292,-53,1
5009292,-52,0
5009292,-51,0
5009292,-50,C
5009292,-49,0
5009292,-48,0
5009292,-47,0
5009292,-46,X
5009292,-45,0
5009292,-44,0
5009292,-43,0
5009292,-42,0
5009292,-41,C
5009292,-40,C
5009292,-39,C
5009292,-38,0
5009292,-37,0
5009292,-36,0
5009292,-35,C
5009292,-34,1
5009292,-33,C
5009292,-32,C
5009292,-31,0
5009292,-30,C
5009292,-29,0
5009292,-28,C
5009292,-27,0
5009292,-26,0
5009292,-25,0
5009292,-24,C
5009292,-23,0
5009292,-22,0
5009292,-21,C
5009292,-20,0
5009292,-19,C
5009292,-18,C
5009292,-17,C
5009292,-16,0
5009292,-15,0
5009292,-14,0
5009292,-13,0
5009292,-12,0
5009292,-11,C
5009292,-10,0
5009292,-9,0
5009292,-8,0
5009292,-7,0
5009292,-6,C
5009292,-5,0
5009292,-4,C
5009292,-3,C
5009292,-2,C
5009292,-1,C
5009292,0,C
5009293,-45,X
5009293,-44,0
5009293,-43,0
5009293,-42,0
5009293,-41,0
5009293,-40,0
5009293,-39,0
5009293,-38,C
5009293,-37,C
5009293,-36,0
5009293,-35,0
5009293,-34,1
5009293,-33,C
5009293,-32,0
5009293,-31,0
5009293,-30,C
5009293,-29,0
5009293,-28,X
5009293,-27,0
5009293,-26,C
5009293,-25,C
5009293,-24,0
5009293,-23,C
5009293,-22,C
5009293,-21,0
5009293,-20,C
5009293,-19,1
5009293,-18,C
5009293,-17,0
5009293,-16,C
5009293,-15,X
5009293,-14,C
5009293,-13,0
5009293,-12,C
5009293,-11,0
5009293,-10,X
5009293,-9,C
5009293,-8,C
5009293,-7,C
5009293,-6,0
5009293,-5,0
5009293,-4,X
5009293,-3,C
5009293,-2,0
5009293,-1,0
5009293,0,C
5009294,-27,0
5009294,-26,0
5009294,-25,C
5009294,-24,C
5009294,-23,C
5009294,-22,0
5009294,-21,C
5009294,-20,X
5009294,-19,1
5009294,-18,C
5009294,-17,C
5009294,-16,1
5009294,-15,X
5009294,-14,0
5009294,-13,0
5009294,-12,0
5009294,-11,0
5009294,-10,C
5009294,-9,C
5009294,-8,C
5009294,-7,X
5009294,-6,C
5009294,-5,C
5009294,-4,0
5009294,-3,0
5009294,-2,0
5009294,-1,0
5009294,0,0
5009295,-48,C
5009295,-47,C
5009295,-46,0
5009295,-45,0
5009295,-44,0
5009295,-43,C
5009295,-42,1
5009295,-41,0
5009295,-40,C
5009295,-39,0
5009295,-38,0
5009295,-37,X
5009295,-36,0
5009295,-35,C
5009295,-34,C
5009295,-33,0
5009295,-32,C
5009295,-31,X
5009295,-30,C
5009295,-29,X
5009295,-28,C
5009295,-27,C
5009295,-26,C
5009295,-25,X
5009295,-24,0
5009295,-23,C
5009295,-22,0
5009295,-21,C
5009295,-20,C
5009295,-19,0
5009295,-18,0
5009295,-17,C
5009295,-16,X
5009295,-15,0
5009295,-14,0
5009295,-13,0
5009295,-12,0
5009295,-11,0
5009295,-10,C
5009295,-9,C
5009295,-8,0
5009295,-7,C
5009295,-6,0
5009295,-5,1
5009295,-4,0
5009295,-3,0
5009295,-2,0
5009295,-1,0
5009295,0,C
5009296,-29,0
5009296,-28,X
5009296,-27,0
5009296,-26,0
5009296,-25,0
5009296,-24,C
5009296,-23,C
5009296,-22,C
5009296,-21,X
5009296,-20,0
5009296,-19,1
5009296,-18,0
5009296,-17,0
5009296,-16,0
5009296,-15,C
5009296,-14,C
5009296,-13,0
5009296,-12,0
5009296,-11,C
5009296,-10,0
5009296,-9,1
5009296,-8,C
5009296,-7,C
5009296,-6,C
5009296,-5,0
5009296,-4,0
5009296,-3,C
5009296,-2,C
5009296,-1,C
5009296,0,0
5009297,-52,C
5009297,-51,C
5009297,-50,C
5009297,-49,C
5009297,-48,C
5009297,-47,0
5009297,-46,C
5009297,-45,1
5009297,-44,C
5009297,-43,0
5009297,-42,0
5009297,-41,0
5009297,-40,0
5009297,-39,0
5009297,-38,C
5009297,-37,0
5009297,-36,0
5009297,-35,X
5009297,-34,C
5009297,-33,0
5009297,-32,X
5009297,-31,C
5009297,-30,1
5009297,-29,C
5009297,-28,C
5009297,-27,0
5009297,-26,C
5009297,-25,C
5009297,-24,C
5009297,-23,0
5009297,-22,C
5009297,-21,0
5009297,-20,0
5009297,-19,C
5009297,-18,0
5009297,-17,C
5009297,-16,C
5009297,-15,C
5009297,-14,0
5009297,-13,0
5009297,-12,0
5009297,-11,0
5009297,-10,0
5009297,-9,C
5009297,-8,1
5009297,-7,X
5009297,-6,0
5009297,-5,C
5009297,-4,0
5009297,-3,C
5009297,-2,C
5009297,-1,C
5009297,0,X
5009298,-48,0
5009298,-47,0
5009298,-46,C
5009298,-45,0
5009298,-44,C
5009298,-43,C
5009298,-42,0
5009298,-41,C
5009298,-40,X
5009298,-39,0
5009298,-38,0
5009298,-37,0
5009298,-36,C
5009298,-35,0
5009298,-34,0
5009298,-33,1
5009298,-32,0
5009298,-31,0
5009298,-30,C
5009298,-29,X
5009298,-28,X
5009298,-27,0
