ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS_TARGET,AGE_YEARS,FLAG_UNEMPLOYED,YEARS_EMPLOYED,INCOME_PER_MEMBER,EMPLOYED_TO_AGE_RATIO,INCOME_GROUP,AGE_GROUP,EXPERIENCE_BUCKET,FINANCIAL_STABILITY_SCORE
5010126,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0,35.39,0,5.69,67500.0,0.16077988132240748,high,adult,mid,2.0
5010127,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0,35.39,0,5.69,67500.0,0.16077988132240748,high,adult,mid,2.0
5010128,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0,35.39,0,5.69,67500.0,0.16077988132240748,high,adult,mid,2.0
5010129,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0,35.39,0,5.69,67500.0,0.16077988132240748,high,adult,mid,2.0
5010133,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0,35.39,0,5.69,67500.0,0.16077988132240748,high,adult,mid,2.0
5010135,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0,35.39,0,5.69,67500.0,0.16077988132240748,high,adult,mid,2.0
5010136,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0,35.39,0,5.69,67500.0,0.16077988132240748,high,adult,mid,2.0
5010137,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,0,35.39,0,5.69,67500.0,0.16077988132240748,high,adult,mid,2.0
5010138,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2.0,0,63.76,1,0.0,56250.0,0.0,medium,senior,entry,2.0
5010139,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2.0,0,63.76,1,0.0,56250.0,0.0,medium,senior,entry,2.0
5010140,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2.0,0,63.76,1,0.0,56250.0,0.0,medium,senior,entry,2.0
5010141,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2.0,0,63.76,1,0.0,56250.0,0.0,medium,senior,entry,2.0
5010143,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2.0,0,63.76,1,0.0,56250.0,0.0,medium,senior,entry,2.0
5010144,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2.0,0,63.76,1,0.0,56250.0,0.0,medium,senior,entry,2.0
5010145,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2.0,0,63.76,1,0.0,56250.0,0.0,medium,senior,entry,2.0
5010146,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2.0,0,63.76,1,0.0,56250.0,0.0,medium,senior,entry,2.0
5010147,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0,34.22,0,15.78,52500.0,0.46113383985973116,medium,youth,senior,3.0
5010150,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0,34.22,0,15.78,52500.0,0.46113383985973116,medium,youth,senior,3.0
5010151,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0,34.22,0,15.78,52500.0,0.46113383985973116,medium,youth,senior,3.0
5010152,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0,34.22,0,15.78,52500.0,0.46113383985973116,medium,youth,senior,3.0
5010153,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0,34.22,0,15.78,52500.0,0.46113383985973116,medium,youth,senior,3.0
5010154,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0,34.22,0,15.78,52500.0,0.46113383985973116,medium,youth,senior,3.0
5010156,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0,34.22,0,15.78,52500.0,0.46113383985973116,medium,youth,senior,3.0
5090887,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,0,34.22,0,15.78,52500.0,0.46113383985973116,medium,youth,senior,3.0
5010158,M,Y,Y,0,202500.0,Commercial associate,Lower secondary,Married,House / apartment,-18614,-7738,1,0,0,0,,2.0,0,50.96,0,21.19,101250.0,0.4158163265306123,medium,adult,senior,3.0
5010159,M,Y,Y,0,202500.0,Commercial associate,Lower secondary,Married,House / apartment,-18614,-7738,1,0,0,0,,2.0,0,50.96,0,21.19,101250.0,0.4158163265306123,medium,adult,senior,3.0
5010160,M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,0,60.55,0,4.44,126000.0,0.07332782824112305,high,senior,mid,3.0
5010161,M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,0,60.55,0,4.44,126000.0,0.07332782824112305,high,senior,mid,3.0
5010162,M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,0,60.55,0,4.44,126000.0,0.07332782824112305,high,senior,mid,3.0
5010163,M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,0,60.55,0,4.44,126000.0,0.07332782824112305,high,senior,mid,3.0
5010164,M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,0,60.55,0,4.44,126000.0,0.07332782824112305,high,senior,mid,3.0
5010165,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,1,0,0,0,Medicine staff,2.0,0,50.65,0,5.11,67500.0,0.10088845014807503,medium,adult,mid,1.0
5010166,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,1,0,0,0,Medicine staff,2.0,0,50.65,0,5.11,67500.0,0.10088845014807503,medium,adult,mid,1.0
5010170,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,1,0,0,0,Medicine staff,2.0,0,50.65,0,5.11,67500.0,0.10088845014807503,medium,adult,mid,1.0
5010172,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21300,-464,1,0,0,0,Laborers,2.0,0,58.32,0,1.27,67500.0,0.021776406035665295,medium,senior,entry,1.0
5010173,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21300,-464,1,0,0,0,Laborers,2.0,0,58.32,0,1.27,67500.0,0.021776406035665295,medium,senior,entry,1.0
5010174,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-8824,-739,1,0,0,1,Laborers,2.0,0,24.16,0,2.02,45000.0,0.0836092715231788,low,youth,entry,1.0
5010175,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,,4.0,0,50.31,0,11.69,56250.0,0.2323593718942556,medium,adult,senior,3.0
5010176,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,,4.0,0,50.31,0,11.69,56250.0,0.2323593718942556,medium,adult,senior,3.0
5010177,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,,4.0,0,50.31,0,11.69,56250.0,0.2323593718942556,medium,adult,senior,3.0
5010178,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,,4.0,0,50.31,0,11.69,56250.0,0.2323593718942556,medium,adult,senior,3.0
5010179,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,,4.0,0,50.31,0,11.69,56250.0,0.2323593718942556,medium,adult,senior,3.0
5010182,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0,45.99,0,18.02,123750.0,0.3918243096325288,medium,adult,senior,1.0
5010183,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0,45.99,0,18.02,123750.0,0.3918243096325288,medium,adult,senior,1.0
5010184,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0,45.99,0,18.02,123750.0,0.3918243096325288,medium,adult,senior,1.0
5010185,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0,45.99,0,18.02,123750.0,0.3918243096325288,medium,adult,senior,1.0
5010186,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0,45.99,0,18.02,123750.0,0.3918243096325288,medium,adult,senior,1.0
5010187,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2.0,0,45.99,0,18.02,123750.0,0.3918243096325288,medium,adult,senior,1.0
5010188,F,N,Y,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15602,-5061,1,0,1,0,Sales staff,2.0,0,42.72,0,13.86,38250.0,0.324438202247191,low,adult,senior,1.0
5010190,F,N,Y,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15602,-5061,1,0,1,0,Sales staff,2.0,0,42.72,0,13.86,38250.0,0.324438202247191,low,adult,senior,1.0
5010192,F,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23336,365243,1,0,0,0,,2.0,0,63.89,1,0.0,63000.0,0.0,medium,senior,entry,2.0
5010193,F,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23336,365243,1,0,0,0,,2.0,0,63.89,1,0.0,63000.0,0.0,medium,senior,entry,2.0
5010195,M,N,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18104,-1317,1,0,0,0,Drivers,2.0,0,49.57,0,3.61,180000.0,0.07282630623360903,high,adult,mid,2.0
5010196,F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-23200,365243,1,0,1,0,,1.0,0,63.52,1,0.0,135000.0,0.0,medium,senior,entry,1.0
5010197,F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-23200,365243,1,0,1,0,,1.0,0,63.52,1,0.0,135000.0,0.0,medium,senior,entry,1.0
5010198,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0,27.33,0,5.11,67500.0,0.18697402122210027,medium,youth,mid,2.0
5010199,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0,27.33,0,5.11,67500.0,0.18697402122210027,medium,youth,mid,2.0
5010200,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0,27.33,0,5.11,67500.0,0.18697402122210027,medium,youth,mid,2.0
5010201,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0,27.33,0,5.11,67500.0,0.18697402122210027,medium,youth,mid,2.0
5010202,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0,27.33,0,5.11,67500.0,0.18697402122210027,medium,youth,mid,2.0
5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0,27.33,0,5.11,67500.0,0.18697402122210027,medium,youth,mid,2.0
5010204,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0,27.33,0,5.11,67500.0,0.18697402122210027,medium,youth,mid,2.0
5010205,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0,27.33,0,5.11,67500.0,0.18697402122210027,medium,youth,mid,2.0
5010206,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0,27.33,0,5.11,67500.0,0.18697402122210027,medium,youth,mid,2.0
5010207,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2.0,0,27.33,0,5.11,67500.0,0.18697402122210027,medium,youth,mid,2.0
5010208,F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-13764,-3996,1,0,0,1,Core staff,2.0,0,37.68,0,10.94,67500.0,0.2903397027600849,medium,adult,senior,1.0
5010209,F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-13764,-3996,1,0,0,1,Core staff,2.0,0,37.68,0,10.94,67500.0,0.2903397027600849,medium,adult,senior,1.0
5010210,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-18973,-1074,1,1,0,0,,2.0,0,51.95,0,2.94,101250.0,0.05659287776708373,medium,adult,entry,3.0
5010211,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-18973,-1074,1,1,0,0,,2.0,0,51.95,0,2.94,101250.0,0.05659287776708373,medium,adult,entry,3.0
5010212,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-18973,-1074,1,1,0,0,,2.0,0,51.95,0,2.94,101250.0,0.05659287776708373,medium,adult,entry,3.0
5010213,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-18973,-1074,1,1,0,0,,2.0,0,51.95,0,2.94,101250.0,0.05659287776708373,medium,adult,entry,3.0
5010215,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0,48.0,0,22.02,30000.0,0.45875,low,adult,senior,2.0
5010217,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0,48.0,0,22.02,30000.0,0.45875,low,adult,senior,2.0
5010218,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0,48.0,0,22.02,30000.0,0.45875,low,adult,senior,2.0
5010222,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0,48.0,0,22.02,30000.0,0.45875,low,adult,senior,2.0
5010223,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0,48.0,0,22.02,30000.0,0.45875,low,adult,senior,2.0
5010224,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0,48.0,0,22.02,30000.0,0.45875,low,adult,senior,2.0
5010225,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0,48.0,0,22.02,30000.0,0.45875,low,adult,senior,2.0
5010226,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0,48.0,0,22.02,30000.0,0.45875,low,adult,senior,2.0
5010227,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3.0,0,48.0,0,22.02,30000.0,0.45875,low,adult,senior,2.0
5010228,M,Y,Y,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,-21572,-2170,1,0,0,0,Secretaries,2.0,0,59.06,0,5.94,157500.0,0.10057568574331188,high,senior,mid,3.0
5010230,M,Y,Y,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,-21572,-2170,1,0,0,0,Secretaries,2.0,0,59.06,0,5.94,157500.0,0.10057568574331188,high,senior,mid,3.0
5010231,M,Y,Y,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,-21572,-2170,1,0,0,0,Secretaries,2.0,0,59.06,0,5.94,157500.0,0.10057568574331188,high,senior,mid,3.0
5010234,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,0,45.19,0,11.86,112500.0,0.26244744412480636,medium,adult,senior,3.0
5010235,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,0,45.19,0,11.86,112500.0,0.26244744412480636,medium,adult,senior,3.0
5010236,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,0,45.19,0,11.86,112500.0,0.26244744412480636,medium,adult,senior,3.0
5010238,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,0,45.19,0,11.86,112500.0,0.26244744412480636,medium,adult,senior,3.0
5010239,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,0,45.19,0,11.86,112500.0,0.26244744412480636,medium,adult,senior,3.0
5010240,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2.0,0,45.19,0,11.86,112500.0,0.26244744412480636,medium,adult,senior,3.0
5010241,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0,55.15,0,2.86,112500.0,0.051858567543064366,medium,senior,entry,3.0
5010242,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0,55.15,0,2.86,112500.0,0.051858567543064366,medium,senior,entry,3.0
5010243,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0,55.15,0,2.86,112500.0,0.051858567543064366,medium,senior,entry,3.0
5010244,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0,55.15,0,2.86,112500.0,0.051858567543064366,medium,senior,entry,3.0
5010245,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0,55.15,0,2.86,112500.0,0.051858567543064366,medium,senior,entry,3.0
5010246,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0,55.15,0,2.86,112500.0,0.051858567543064366,medium,senior,entry,3.0
5010247,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0,55.15,0,2.86,112500.0,0.051858567543064366,medium,senior,entry,3.0
5010248,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0,55.15,0,2.86,112500.0,0.051858567543064366,medium,senior,entry,3.0
5010249,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0,55.15,0,2.86,112500.0,0.051858567543064366,medium,senior,entry,3.0
5010250,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,0,55.15,0,2.86,112500.0,0.051858567543064366,medium,senior,entry,3.0
5010253,F,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,-19714,-8348,1,0,0,0,Managers,2.0,0,53.97,0,22.86,123750.0,0.4235686492495831,medium,adult,senior,3.0
5090944,F,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,-19714,-8348,1,0,0,0,Managers,2.0,0,53.97,0,22.86,123750.0,0.4235686492495831,medium,adult,senior,3.0
5010256,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14686,-3600,1,1,0,0,Cooking staff,3.0,0,40.21,0,9.86,22500.0,0.2452126336732156,low,adult,mid,2.0
5010257,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14686,-3600,1,1,0,0,Cooking staff,3.0,0,40.21,0,9.86,22500.0,0.2452126336732156,low,adult,mid,2.0
5010258,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010259,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010261,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010262,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010263,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010264,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010265,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010266,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010268,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010269,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010270,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010271,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010272,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010273,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010274,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010275,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010276,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010277,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010278,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010279,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010280,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010281,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010282,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3.0,0,37.75,0,15.44,187500.0,0.4090066225165563,high,adult,senior,2.0
5010283,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,,2.0,0,55.82,1,0.0,63000.0,0.0,medium,senior,entry,1.0
5010284,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,,2.0,0,55.82,1,0.0,63000.0,0.0,medium,senior,entry,1.0
5010285,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,,2.0,0,55.82,1,0.0,63000.0,0.0,medium,senior,entry,1.0
5010286,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,,2.0,0,55.82,1,0.0,63000.0,0.0,medium,senior,entry,1.0
5010287,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,,2.0,0,55.82,1,0.0,63000.0,0.0,medium,senior,entry,1.0
5010288,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,,2.0,0,55.82,1,0.0,63000.0,0.0,medium,senior,entry,1.0
5010289,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,,2.0,0,55.82,1,0.0,63000.0,0.0,medium,senior,entry,1.0
